Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Order Date,Year,Month,Day,DayOfWeek,Hour,Shipping Pressure Index,Order Complexity Score,Discount Risk Score,High Value Order Flag,Express Shipment Flag,International Shipment Flag,Geographical Distance,Regional Congestion Index,Route Congestion Index,Customer Reliability Score,Historical Shipping Efficiency Gap,Risk_Probability,Risk_Level,Risk_Priority_Index,Revenue_at_Risk,SLA_Risk_Index,Intervention_Score
PAYMENT,3,2,184.36,392.26,Late delivery,1,66,Crafts,Los Angeles,EE. UU.,Isabelle,18325,Hopper,Corporate,CA,8808 Gentle Crossing,90024,4,Apparel,34.06435013,-118.437088,Pacific Asia,Bahawalpur,Pakistán,18325,69.22,0.15,461.48,0.47,1,461.48,392.26,184.36,South Asia,Punyab,PENDING_PAYMENT,Porcelain crafts,461.48,Second Class,2025-12-21 03:57:52.526839424,2025,12,21,6,12,1.8181818181818181,0.2260312380952381,0.15,0,0,1,13785.093308187305,0.5609069585613761,0.6050420168067226,0.5472564747919194,2.040926640926641,0.7702151639329485,High,17.409268710349114,355.4388938517771,46.212909835976916,28.29004111524627
DEBIT,3,2,-300.68,387.98,Late delivery,1,45,Fishing,Los Angeles,EE. UU.,Angela,12401,Gray,Consumer,CA,109 Hazy Heath,90033,7,Fan Shop,34.04983521,-118.2127457,Europe,Oviedo,España,12401,12.0,0.03,399.98,-0.78,1,399.98,387.98,-300.68,Southern Europe,Asturias,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,2025-11-25 07:59:00.331712072,2025,11,25,1,12,1.8181818181818181,0.22488990476190476,0.03,0,0,1,10483.798445363862,0.5446658851113716,0.5409309791332263,0.5472564747919194,1.9367930805056555,0.8282089412847945,High,18.62558299284954,331.2670123350921,49.69253647708767,27.32625393724534
DEBIT,2,1,149.42,317.92,Late delivery,1,73,Sporting Goods,Caguas,Puerto Rico,Olga,19386,Stein,Corporate,PR,8651 Heather Drive,725,2,Fitness,18.20901108,-66.03705597,Pacific Asia,Rajkot,India,19386,9.83,0.03,327.75,0.47,1,327.75,317.92,149.42,South Asia,Guyarat,COMPLETE,Smart watch,327.75,First Class,2025-12-25 10:56:20.112786536,2025,12,25,3,12,0.9090909090909091,0.20620723809523808,0.03,0,1,1,14158.105330106555,0.5609069585613761,0.5267123287671233,0.5472564747919194,1.0,0.9753718125875873,High,20.112872758963256,319.67811157558174,78.02974500700698,27.225835798120205
CASH,6,4,158.39,351.98,Late delivery,1,45,Fishing,Saint Charles,EE. UU.,Jacob,12036,Smith,Consumer,MO,1551 Quaking Bend,63301,7,Fan Shop,38.78045654,-90.50595856,Europe,Marseille,Francia,12036,48.0,0.12,399.98,0.45,1,399.98,351.98,158.39,Western Europe,Provenza-Alpes-Costa Azul,CLOSED,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,2025-11-04 18:16:10.407383192,2025,11,4,1,12,3.6363636363636362,0.21528990476190477,0.12,0,0,1,7086.089969790787,0.5575533728387044,0.4431818181818182,0.5472564747919194,-0.007148806218767351,0.2607787778898935,Low,5.614303825584109,104.3062955803996,5.21557555779787,8.50409926505762
PAYMENT,2,1,60.9,174.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Shawn,12317,Cross,Consumer,PR,1981 Honey Nectar Line,725,5,Golf,18.26676369,-66.37052155,LATAM,Puebla,México,12317,26.0,0.13,50.0,0.35,4,200.0,174.0,60.9,Central America,Puebla,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,First Class,2025-11-20 12:00:13.880056280,2025,11,20,3,12,0.24390243902439027,0.43927276190476183,0.52,0,1,1,2217.349163189363,0.5460255656773435,0.5473360655737705,0.5472564747919194,1.0,0.9753718125875873,High,42.84542699994032,195.07436251751747,78.02974500700698,28.84263255102718
DEBIT,6,4,-10.33,181.29,Late delivery,1,76,Women's Clothing,Lindenhurst,EE. UU.,Tana,17368,Love,Consumer,NY,273 Velvet Anchor Pines,11757,4,Apparel,40.68915176,-73.38224793,Pacific Asia,Wuxi,China,17368,34.53,0.16,215.82,-0.06,1,215.82,181.29,-10.33,Eastern Asia,Hunan,ON_HOLD,Summer dresses,215.82,Standard Class,2025-12-17 07:05:01.970994576,2025,12,17,2,12,3.6363636363636362,0.1697725714285714,0.16,0,0,1,11597.209379114764,0.5390693590869183,0.5361216730038023,0.5472564747919194,-0.03236894872529361,0.46597137928509547,Medium,7.910915927334881,100.5659430773093,9.31942758570191,9.19832295557251
TRANSFER,4,4,-19.11,36.97,Shipping on time,0,75,Video Games,Caguas,Puerto Rico,Anika,20326,Landry,Consumer,PR,3216 Rocky Centre,725,9,Discs Shop,18.23628426,-66.0370636,Pacific Asia,Ajmer,India,20326,2.78,0.07,39.75,-0.52,1,39.75,36.97,-19.11,South Asia,Rajastán,PENDING,Fighting video games,39.75,Standard Class,2025-12-29 06:10:10.961787744,2025,12,29,0,12,3.6363636363636362,0.13128723809523807,0.07,0,0,1,14155.971772768185,0.5609069585613761,0.5267123287671233,0.5472564747919194,-0.018167245524979964,0.27463180486921235,Low,3.6055651154389246,10.91661424355119,5.492636097384247,2.0972229007886414
DEBIT,6,4,-466.35,175.98,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Sara,11991,Smith,Consumer,PR,3691 Gentle Way,725,3,Footwear,18.25635529,-66.37055206,USCA,Auburn,Estados Unidos,11991,24.0,0.12,99.99,-2.65,2,199.98,175.98,-466.35,East of USA,Nueva York,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2025-11-02 04:09:17.914446200,2025,11,2,6,12,1.9047619047619047,0.18978514285714285,0.24,0,0,1,2555.6854717719,0.5572357477695449,0.5494128074451584,0.5472564747919194,0.050050556117290194,0.6622619317173891,Medium,12.568747531983208,132.43914110484346,13.245238634347782,12.97384747908389
TRANSFER,6,2,-738.48,314.25,Late delivery,1,63,Children's Clothing,Chicago,EE. UU.,Nadine,13653,Velazquez,Home Office,IL,6316 Quiet Pines,60660,4,Apparel,41.99166107,-87.66110992,Europe,Plymouth,Reino Unido,13653,42.85,0.12,357.1,-2.35,1,357.1,314.25,-738.48,Northern Europe,Inglaterra,PENDING,Children's heaters,357.1,Second Class,2025-12-02 06:31:41.328399384,2025,12,2,1,12,1.8181818181818181,0.20522857142857143,0.12,0,0,1,6686.861632672285,0.5423328079261428,0.5059288537549407,0.5472564747919194,1.945658263305322,0.5817756462154637,Medium,11.93969847647336,207.75208326354212,34.906538772927824,17.24100438640187
TRANSFER,6,2,258.35,527.25,Late delivery,1,68,Garden,Caguas,Puerto Rico,Charissa,15538,Stone,Corporate,PR,5633 Harvest Turnabout,725,6,Outdoors,18.23106194,-66.03705597,Pacific Asia,Gold Coast,Australia,15538,5.33,0.01,532.58,0.49,1,532.58,527.25,258.35,Oceania,Queensland,PROCESSING,Lawn mower,532.58,Second Class,2025-12-09 21:28:29.999002864,2025,12,9,1,12,1.8181818181818181,0.2620285714285714,0.01,1,0,1,17717.15743037231,0.5377740705433747,0.54986312084474,0.5472564747919194,1.9285714285714286,0.6424507473198426,Medium,16.834045153343645,342.1564190076018,38.54704483919056,27.26300320179357
DEBIT,6,2,3.77,30.15,Late delivery,1,59,Books,Ann Arbor,EE. UU.,Marah,17538,Savage,Home Office,MI,5621 Cinder Maze,48103,8,Book Shop,42.26944733,-83.7731247,Pacific Asia,Manila,Filipinas,17538,0.93,0.03,31.08,0.13,1,31.08,30.15,3.77,Southeast Asia,Capital Nacional,COMPLETE,Sports Books,31.08,Second Class,2025-12-17 23:34:59.039430968,2025,12,17,2,12,1.8181818181818181,0.1294685714285714,0.03,0,0,1,14035.870136596483,0.5534976682211858,0.6875,0.5472564747919194,1.9551192145862553,0.805863966600574,High,10.43340565215383,25.046252081945838,48.35183799603443,5.676137385778283
PAYMENT,4,4,71.34,245.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Amy,12228,Smith,Consumer,PR,2108 Tawny Expressway,725,7,Fan Shop,18.27670288,-66.37054443,Pacific Asia,Mosul,Irak,12228,54.0,0.18,299.98,0.29,1,299.98,245.98,71.34,West Asia,Nínive,PENDING_PAYMENT,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,2025-11-15 20:00:12.603729264,2025,11,15,5,12,3.6363636363636362,0.18702323809523808,0.18,0,0,1,10820.46723799152,0.5503286060186786,0.43529411764705883,0.5472564747919194,-0.018556701030927835,0.23325048665894563,Low,4.362326130224615,69.97048098795051,4.665009733178913,5.943159311366876
TRANSFER,6,4,41.38,113.98,Late delivery,1,17,Cleats,Philadelphia,EE. UU.,Mary,12224,Smith,Home Office,PA,5803 Pleasant Abbey,19139,4,Apparel,39.96020126,-75.23725128,LATAM,Tlaquepaque,México,12224,6.0,0.05,59.99,0.36,2,119.98,113.98,41.38,Central America,Jalisco,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2025-11-15 13:30:03.170874920,2025,11,15,5,12,1.9047619047619047,0.32865104761904756,0.1,0,0,1,3283.754906176645,0.5460255656773435,0.5542635658914729,0.5472564747919194,0.00012172113687541841,0.2268802495190789,Low,7.456443168851619,27.221092337299087,4.537604990381578,4.615842807778593
TRANSFER,3,2,9.32,310.68,Late delivery,1,63,Children's Clothing,Milpitas,EE. UU.,Mira,13760,Curtis,Consumer,CA,6996 Velvet Diversion,95035,4,Apparel,37.43395615,-121.8810654,Europe,Estocolmo,Suecia,13760,46.42,0.13,357.1,0.03,1,357.1,310.68,9.32,Northern Europe,Estocolmo,PENDING,Children's heaters,357.1,Second Class,2025-12-02 16:54:46.542062288,2025,12,2,1,12,1.8181818181818181,0.20427657142857142,0.13,0,0,1,8485.695945092688,0.5423328079261428,0.5974842767295597,0.5472564747919194,1.945658263305322,0.634247550950653,Medium,12.956191514516755,226.4898004444782,38.05485305703918,18.771864632475392
DEBIT,2,4,-35.69,203.97,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,William,12035,Mcdaniel,Consumer,PR,1721 Old Forest Parkway,725,4,Apparel,18.21286774,-66.37055969,Europe,Parla,España,12035,35.99,0.15,59.99,-0.18,4,239.96,203.97,-35.69,Southern Europe,Madrid,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2025-11-04 16:43:00.095059768,2025,11,4,1,12,0.9756097560975611,0.2401062857142857,0.6,0,0,1,7998.887219282899,0.5446658851113716,0.5742725880551302,0.5472564747919194,-0.04512600117210393,0.3228677468282356,Medium,7.752257546786799,77.47534452890342,6.4573549365647125,7.749423690448925
PAYMENT,3,2,697.5,1395.0,Late delivery,1,64,Computers,Caguas,Puerto Rico,Rhonda,14340,Cameron,Consumer,PR,5958 Emerald Nook,725,10,Technology,18.20276451,-66.03704834,Europe,Charleroi,Bélgica,14340,105.0,0.07,1500.0,0.5,1,1500.0,1395.0,697.5,Western Europe,Henao,PENDING_PAYMENT,Dell Laptop,1500.0,Second Class,2025-12-05 01:12:15.363786432,2025,12,5,4,12,1.8181818181818181,0.49342857142857144,0.07,1,0,1,6891.138555028573,0.5575533728387044,0.49019607843137253,0.5472564747919194,2.0672708962739175,0.2971036738306697,Low,14.65994413444476,445.65551074600455,17.826220429840184,32.60330829853818
TRANSFER,2,4,-351.88,195.49,Advance shipping,0,71,Music,Fresno,EE. UU.,Hedda,16189,Thompson,Consumer,CA,8470 Amber Street,93722,9,Discs Shop,36.85815048,-119.7859116,Pacific Asia,Bendigo,Australia,16189,65.16,0.25,260.65,-1.8,1,260.65,195.49,-351.88,Oceania,Victoria,PENDING,Rock music,260.65,Standard Class,2025-12-12 12:39:25.831662216,2025,12,12,4,12,3.6363636363636362,0.1735592380952381,0.25,0,0,1,12937.16603733269,0.5377740705433747,0.5279007971656333,0.5472564747919194,0.004347826086956522,0.26109538595104537,Low,4.531551625584557,68.05451234813997,5.221907719020908,5.895891391122221
DEBIT,6,4,16.9,37.56,Late delivery,1,75,Video Games,Brooklyn,EE. UU.,Xyla,20183,Douglas,Home Office,NY,1879 Round Dale Stead,11209,9,Discs Shop,40.61923981,-74.03337097,Pacific Asia,Manila,Filipinas,20183,2.19,0.06,39.75,0.45,1,39.75,37.56,16.9,Southeast Asia,Capital Nacional,ON_HOLD,Fighting video games,39.75,Standard Class,2025-12-28 16:17:27.545397128,2025,12,28,6,12,3.6363636363636362,0.1314445714285714,0.06,0,0,1,14371.23879199151,0.5534976682211858,0.5481481481481482,0.5472564747919194,-0.007599463567277604,0.3773336980809041,Medium,4.95984662298024,14.999014498715939,7.546673961618082,2.883879519115052
TRANSFER,2,4,52.65,116.99,Advance shipping,0,18,Men's Footwear,Zanesville,EE. UU.,Mary,12180,Allen,Consumer,OH,4742 Gentle Beach,43701,4,Apparel,40.01314545,-81.91252136,USCA,New York City,Estados Unidos,12180,13.0,0.1,129.99,0.45,1,129.99,116.99,52.65,East of USA,Nueva York,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-12 22:59:53.099857072,2025,11,12,2,12,3.6363636363636362,0.15262590476190474,0.1,0,0,1,588.6077791729879,0.5572357477695449,0.5589285714285714,0.5472564747919194,0.050050556117290194,0.37019433635389964,Medium,5.650124552374682,48.12156178264342,7.4038867270779924,5.147343527908478
TRANSFER,5,4,23.58,144.65,Late delivery,1,67,DVDs,Memphis,EE. UU.,Gisela,15132,Gray,Corporate,TN,1134 Heather Treasure Vale,38128,9,Discs Shop,35.19882584,-89.90473938,Europe,Dublín,Irlanda,15132,19.73,0.12,164.38,0.16,1,164.38,144.65,23.58,Northern Europe,Dublín,PROCESSING,DVDs,164.38,Standard Class,2025-12-08 06:04:15.823795960,2025,12,8,0,12,3.6363636363636362,0.16000190476190476,0.12,0,0,1,7426.732370472984,0.5423328079261428,0.5472564747919194,0.5472564747919194,-0.012140455734030631,0.347068163045081,Medium,5.553156716942828,57.05106464135041,6.941363260901619,5.644326565258156
CASH,4,4,-11.34,56.69,Shipping on time,0,17,Cleats,San Diego,EE. UU.,Mary,12192,Carlson,Consumer,CA,5104 Rustic Downs,92114,4,Apparel,32.75422669,-117.1972122,Africa,Ibadan,Nigeria,12192,3.3,0.06,59.99,-0.2,1,59.99,56.69,-11.34,West Africa,Oyo,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2025-11-13 11:36:54.387484904,2025,11,13,3,12,3.6363636363636362,0.13654590476190476,0.06,0,0,1,11451.351451826578,0.5264762960909343,0.6233062330623306,0.5472564747919194,-0.0009049773755656109,0.45830744269308504,Medium,6.258000442164212,27.493863487158173,9.166148853861701,4.152831986095175
TRANSFER,6,4,-23.4,116.99,Late delivery,1,18,Men's Footwear,Kaneohe,EE. UU.,Mary,12431,Rios,Corporate,HI,1221 Cinder Pines,96744,4,Apparel,21.41555023,-157.803894,Pacific Asia,Melbourne,Australia,12431,13.0,0.1,129.99,-0.2,1,129.99,116.99,-23.4,Oceania,Victoria,PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-27 03:04:31.498687112,2025,11,27,3,12,3.6363636363636362,0.15262590476190474,0.1,0,0,1,8901.7127088902,0.5377740705433747,0.5,0.5472564747919194,0.004347826086956522,0.32314739680643434,Medium,4.932066380903629,42.005930110868405,6.462947936128687,4.493182359013556
PAYMENT,4,4,14.44,165.99,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,Mary,12134,Jefferson,Corporate,PR,7134 Sunny Autumn Run,725,7,Fan Shop,18.25404358,-66.37052155,Pacific Asia,Shenzhen,China,12134,34.0,0.17,199.99,0.09,1,199.99,165.99,14.44,Eastern Asia,Guangdong,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,2025-11-10 13:03:24.571289288,2025,11,10,0,12,3.6363636363636362,0.1656925714285714,0.17,0,0,1,14023.769985594785,0.5390693590869183,0.5389150943396226,0.5472564747919194,-0.03236894872529361,0.3797617117786246,Medium,6.29236945547163,75.94854473860714,7.595234235572493,7.07386046650508
TRANSFER,3,4,26.92,79.18,Shipping canceled,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,12149,Smith,Corporate,PR,5814 Merry Prairie Stead,725,5,Golf,18.2014904,-66.37049866,Europe,Sesto San Giovanni,Italia,12149,0.8,0.01,39.99,0.34,2,79.98,79.18,26.92,Southern Europe,Lombardía,SUSPECTED_FRAUD,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2025-11-11 05:56:39.217806528,2025,11,11,1,12,1.9047619047619047,0.16397180952380952,0.02,0,0,1,7999.646807256794,0.5446658851113716,0.535895986433013,0.5472564747919194,-0.04512600117210393,0.338026634026628,Medium,5.542683884858872,27.03537018944971,6.7605326805325605,3.8391957653105315
DEBIT,4,4,14.87,43.98,Shipping on time,0,46,Indoor/Outdoor Games,Pharr,EE. UU.,Dorothy,12020,Smith,Consumer,TX,7489 Stony End,78577,7,Fan Shop,26.19762421,-98.19145203,USCA,New York City,Estados Unidos,12020,6.0,0.12,49.98,0.34,1,49.98,43.98,14.87,East of USA,Nueva York,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,2025-11-03 20:43:24.823895672,2025,11,3,0,12,3.6363636363636362,0.1331565714285714,0.12,0,0,1,2636.594591145102,0.5572357477695449,0.5194610778443114,0.5472564747919194,0.050050556117290194,0.3740468995935247,Medium,4.980680270336085,18.694864041684365,7.480937991870494,3.1139639506354957
TRANSFER,1,0,99.45,207.19,Late delivery,1,76,Women's Clothing,Caguas,Puerto Rico,Zoe,20460,Mccall,Home Office,PR,7798 Cinder Dale,725,4,Apparel,18.20152855,-66.03704834,Pacific Asia,Srinagar,India,20460,8.63,0.04,215.82,0.48,1,215.82,207.19,99.45,South Asia,Jammu y Cachemira,PROCESSING,Summer dresses,215.82,Same Day,2025-12-29 19:10:29.827496424,2025,12,29,0,12,0.0,0.17667923809523808,0.04,0,1,1,14158.690169158417,0.5609069585613761,0.5267123287671233,0.5472564747919194,0.4884488448844885,0.44257381066926954,Medium,7.819360366995269,95.51627981864175,44.25738106692695,8.858720935916612
DEBIT,4,4,-27.2,383.03,Shipping on time,0,66,Crafts,San Diego,EE. UU.,Quyn,18521,Copeland,Corporate,CA,1557 Harvest Pond Canyon,92126,4,Apparel,32.90143967,-117.1196289,Pacific Asia,Gold Coast,Australia,18521,78.45,0.17,461.48,-0.07,1,461.48,383.03,-27.2,Oceania,Queensland,COMPLETE,Porcelain crafts,461.48,Standard Class,2025-12-21 22:59:13.852801376,2025,12,21,6,12,3.6363636363636362,0.22356990476190475,0.17,0,0,1,13075.809445552497,0.5377740705433747,0.5279007971656333,0.5472564747919194,0.004347826086956522,0.43836362750518976,Medium,9.800491445241837,202.296046821095,8.767272550103796,16.057959387362434
PAYMENT,5,4,0.0,32.6,Late delivery,1,75,Video Games,New Castle,EE. UU.,Aspen,20192,Acevedo,Consumer,DE,9871 Cotton Highway,19720,9,Discs Shop,39.66024399,-75.62874603,Pacific Asia,Guangzhou,China,20192,7.16,0.18,39.75,0.0,1,39.75,32.6,0.0,Eastern Asia,Guangdong,PENDING_PAYMENT,Fighting video games,39.75,Standard Class,2025-12-28 17:09:52.096079056,2025,12,28,6,12,3.6363636363636362,0.13012190476190474,0.18,0,0,1,11712.995602124869,0.5390693590869183,0.5,0.5472564747919194,-0.03236894872529361,0.3737706000380833,Medium,4.863574242095547,14.857381351513812,7.475412000761667,2.836872577929048
PAYMENT,4,2,135.68,387.64,Late delivery,1,66,Crafts,Greeley,EE. UU.,Kitra,14776,Lang,Corporate,CO,5616 Wishing Hills Freeway,80631,4,Apparel,40.41231918,-104.6923523,Europe,Vincennes,Francia,14776,73.84,0.16,461.48,0.35,1,461.48,387.64,135.68,Western Europe,Isla de Francia,PENDING_PAYMENT,Porcelain crafts,461.48,Second Class,2025-12-06 19:31:11.374599760,2025,12,6,5,12,1.8181818181818181,0.22479923809523808,0.16,0,0,1,7828.264236641741,0.5575533728387044,0.5630252100840336,0.5472564747919194,2.0672708962739175,0.7856989196188877,High,17.662451850257767,362.5843374257243,47.14193517713326,28.820040985646564
PAYMENT,5,4,154.27,342.82,Late delivery,1,63,Children's Clothing,Caguas,Puerto Rico,Lareina,13677,Dorsey,Consumer,PR,3853 Golden Rise Island,725,4,Apparel,18.21048546,-66.0370636,Europe,Bremen,Alemania,13677,14.28,0.04,357.1,0.45,1,357.1,342.82,154.27,Western Europe,Bremen,PENDING_PAYMENT,Children's heaters,357.1,Standard Class,2025-12-02 08:51:26.796884520,2025,12,2,1,12,3.6363636363636362,0.2128472380952381,0.04,0,0,1,6890.529134541909,0.5575533728387044,0.5551341890315052,0.5472564747919194,-0.007148806218767351,0.37557498621006796,Medium,7.99400985124701,134.11782757561528,7.511499724201359,11.24467359503572
PAYMENT,6,4,-6.3,55.79,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Samantha,12394,Sims,Home Office,PR,8170 Dusty Oak Townline,725,4,Apparel,18.22637749,-66.37062836,LATAM,Azcapotzalco,México,12394,4.2,0.07,59.99,-0.11,1,59.99,55.79,-6.3,Central America,Distrito Federal,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2025-11-24 22:39:58.457771520,2025,11,24,0,12,3.6363636363636362,0.13630590476190474,0.07,0,0,1,2216.139644098136,0.5460255656773435,0.5473360655737705,0.5472564747919194,0.00012172113687541841,0.42667846478227844,Medium,5.815879418456897,25.596441102288885,8.533569295645568,3.862138233520092
TRANSFER,2,4,90.14,287.99,Advance shipping,0,4,Basketball,Caguas,Puerto Rico,Mary,12322,Cain,Consumer,PR,5517 Jagged Hollow,725,2,Fitness,18.24429703,-66.3705368,Europe,Velletri,Italia,12322,12.0,0.04,299.99,0.31,1,299.99,287.99,90.14,Southern Europe,Lacio,PENDING,Diamondback Girls' Clarity 24 Hybrid Bike 201,299.99,Standard Class,2025-11-20 21:48:22.726597896,2025,11,20,3,12,3.6363636363636362,0.19822590476190477,0.04,0,0,1,7996.773056266469,0.5446658851113716,0.535895986433013,0.5472564747919194,-0.04512600117210393,0.3926145095242324,Medium,7.782636637309244,117.78042671217447,7.852290190484648,10.179880257654165
PAYMENT,3,4,34.3,118.29,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,Helen,12117,Smith,Home Office,PR,2789 Honey Cove,725,4,Apparel,18.22816658,-66.37063599,Europe,Glasgow,Reino Unido,12117,11.7,0.09,129.99,0.29,1,129.99,118.29,34.3,Northern Europe,Escocia,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-09 10:22:01.078230424,2025,11,9,6,12,3.6363636363636362,0.1529725714285714,0.09,0,0,1,7782.759451703545,0.5423328079261428,0.5579710144927537,0.5472564747919194,-0.012140455734030631,0.24416748346153921,Low,3.735092780435483,31.739331175165486,4.8833496692307845,3.3983969826841225
DEBIT,4,4,55.95,447.64,Shipping on time,0,66,Crafts,Caguas,Puerto Rico,Morgan,18496,Holcomb,Consumer,PR,907 Merry Forest Way,725,4,Apparel,18.26835442,-66.03704834,Pacific Asia,Antipolo,Filipinas,18496,13.84,0.03,461.48,0.13,1,461.48,447.64,55.95,Southeast Asia,Calabarzón,COMPLETE,Porcelain crafts,461.48,Standard Class,2025-12-21 20:33:38.989796032,2025,12,21,6,12,3.6363636363636362,0.2407992380952381,0.03,0,0,1,16841.840193999054,0.5534976682211858,0.5533333333333333,0.5472564747919194,-0.007599463567277604,0.23705752946466335,Low,5.708327247983039,109.39730869735286,4.741150589293267,8.847169421034387
PAYMENT,6,4,131.58,420.4,Late delivery,1,62,Cameras,Caguas,Puerto Rico,Mollie,13268,Wright,Corporate,PR,7364 Fallen Circle,725,10,Technology,18.21980667,-66.0370636,Europe,Amsterdam,Países Bajos,13268,31.64,0.07,452.04,0.31,1,452.04,420.4,131.58,Western Europe,Holanda Septentrional,PENDING_PAYMENT,Web Camera,452.04,Standard Class,2025-11-30 17:09:44.438116968,2025,11,30,6,12,3.6363636363636362,0.23353523809523807,0.07,0,0,1,6889.792076810348,0.5575533728387044,0.5567423230974633,0.5472564747919194,-0.007148806218767351,0.4350102798610246,Medium,10.159022928122052,196.64204690837755,8.700205597220492,15.862131985751475
PAYMENT,4,4,59.2,128.69,Shipping on time,0,18,Men's Footwear,Florissant,EE. UU.,Gary,12041,Oneal,Consumer,MO,372 Sunny Arbor,63033,4,Apparel,38.80710983,-90.29780579,Pacific Asia,Forster,Australia,12041,1.3,0.01,129.99,0.46,1,129.99,128.69,59.2,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-05 04:21:47.437485456,2025,11,5,2,12,3.6363636363636362,0.4780895238095238,0.01,0,0,1,15523.875662803845,0.5377740705433747,0.3466666666666667,0.5472564747919194,0.004347826086956522,0.12683389462532998,Low,6.063795628433133,16.487137962346647,2.5366778925066,3.414746529114052
TRANSFER,4,4,98.39,378.41,Shipping canceled,0,66,Crafts,Caguas,Puerto Rico,Jayme,14756,Long,Consumer,PR,2831 Rustic Dale,725,4,Apparel,18.26152611,-66.03705597,Europe,Freiburg,Alemania,14756,83.07,0.18,461.48,0.26,1,461.48,378.41,98.39,Western Europe,Baden-Wurtemberg,SUSPECTED_FRAUD,Porcelain crafts,461.48,Standard Class,2025-12-06 17:34:43.484195480,2025,12,6,5,12,3.6363636363636362,0.22233790476190476,0.18,0,0,1,6886.493165566564,0.5575533728387044,0.5551341890315052,0.5472564747919194,-0.007148806218767351,0.28303997317470825,Low,6.293051459953036,130.61728682066436,5.660799463494165,10.354257793221077
PAYMENT,3,4,12.29,47.26,Advance shipping,0,60,Baby,Tulare,EE. UU.,Martha,12800,Henderson,Consumer,CA,6316 Quiet Pines,93274,4,Apparel,36.20911789,-119.3270798,Europe,Rome,Italia,12800,11.82,0.2,59.08,0.26,1,59.08,47.26,12.29,Southern Europe,Lacio,PENDING_PAYMENT,Baby sweater,59.08,Standard Class,2025-11-28 19:44:27.802656792,2025,11,28,4,12,3.6363636363636362,0.1340312380952381,0.2,0,0,1,10340.131927825896,0.5446658851113716,0.5724137931034483,0.5472564747919194,-0.04512600117210393,0.41210676468776836,Medium,5.523517989852454,24.347267657753353,8.242135293755368,3.6702432554061826
PAYMENT,5,4,15.97,32.6,Late delivery,1,75,Video Games,Caguas,Puerto Rico,May,19922,Tran,Home Office,PR,6176 Old Grove Village,725,9,Discs Shop,18.29356575,-66.03705597,Pacific Asia,Melbourne,Australia,19922,7.16,0.18,39.75,0.49,1,39.75,32.6,15.97,Oceania,Victoria,PENDING_PAYMENT,Fighting video games,39.75,Standard Class,2025-12-27 14:57:35.575621264,2025,12,27,5,12,3.6363636363636362,0.13012190476190474,0.18,0,0,1,17719.842221554965,0.5377740705433747,0.54986312084474,0.5472564747919194,0.004347826086956522,0.3797617117786246,Medium,4.941531729227611,15.095528043200328,7.595234235572493,2.882344374283064
